PHYS3000, 10, [], []
COMP1002, 101, [s10009 s100011 s100012 s100016 s100025 s100037 s100046 s100049 s100052 s100059 s100060 s100061 s100063 s100066 s100067 s100073 s100075 s100080 s100082 s100092 s100095 s1000100 s1000106 s1000107 s1000115 s1000117 s1000120 s1000125 s1000128 s1000131 s1000138 s1000143 s1000144 s1000148 s1000154 s1000159 s1000164 s1000171 s1000174 s1000179 s1000180 s1000190 s1000192 s1000199 s1000200 s1000204 s1000208 s1000219 s1000224 s1000232 s1000235 s1000250 s1000254 s1000256 s1000270 s1000271 s1000272 s1000280 s1000288 s1000295 s1000298 s1000299 s1000302 s1000305 s1000318 s1000319 s1000334 s1000339 s1000346 s1000349 s1000351 s1000366 s1000367 s1000372 s1000388 s1000390 s1000393 s1000395 s1000401 s1000406 s1000409 s1000413 s1000420 s1000422 s1000428 s1000431 s1000440 s1000448 s1000451 s1000452 s1000454 s1000455 s1000465 s1000468 s1000474 s1000479 s1000481 s1000483 s1000488 s1000491 s1000493], [s100014 s100024 s100036 s100069 s100070 s100076 s1000136 s1000141 s1000147 s1000165 s1000169 s1000210 s1000213 s1000214 s1000231 s1000253 s1000259 s1000260 s1000281 s1000286 s1000292 s1000293 s1000300 s1000307 s1000322 s1000325 s1000354 s1000365 s1000376 s1000412 s1000425 s1000462 s1000463 s1000492 s1000497 s100020 s100033 s100038 s100051 s100084 s100085 s100094 s1000103 s1000140 s1000153 s1000172 s1000173 s1000207 s1000212 s1000267 s1000277 s1000278 s1000285 s1000308 s1000312 s1000378 s1000436 s1000445 s1000472 s10001 s100015 s100017 s100030 s1000227 s1000289 s1000383 s1000389 s1000407 s1000441 s1000444 s1000459 s1000500 s1000150 s1000156 s1000225 s1000251 s1000283 s1000327 s1000343 s1000373 s1000419 s1000461 s100018 s100078 s1000223 s1000236 s1000242 s1000467]
MATH3000, 105, [s10005 s100014 s100017 s100021 s100024 s100027 s100034 s100035 s100037 s100038 s100042 s100052 s100060 s100066 s100073 s100077 s100083 s100088 s100093 s100097 s1000100 s1000112 s1000113 s1000119 s1000120 s1000123 s1000125 s1000136 s1000138 s1000140 s1000143 s1000156 s1000157 s1000158 s1000164 s1000165 s1000166 s1000171 s1000173 s1000175 s1000189 s1000196 s1000202 s1000212 s1000218 s1000226 s1000227 s1000235 s1000236 s1000240 s1000245 s1000251 s1000252 s1000259 s1000262 s1000269 s1000277 s1000278 s1000296 s1000313 s1000322 s1000327 s1000342 s1000345 s1000346 s1000348 s1000352 s1000355 s1000356 s1000357 s1000358 s1000362 s1000367 s1000368 s1000369 s1000370 s1000375 s1000380 s1000387 s1000388 s1000404 s1000405 s1000406 s1000419 s1000427 s1000432 s1000435 s1000439 s1000441 s1000444 s1000455 s1000459 s1000460 s1000461 s1000463 s1000464 s1000471 s1000472 s1000474 s1000476 s1000477 s1000479 s1000486 s1000489 s1000496], [s100010 s100031 s100051 s100078 s100085 s100090 s100095 s1000101 s1000104 s1000106 s1000121 s1000168 s1000174 s1000181 s1000188 s1000223 s1000244 s1000254 s1000255 s1000256 s1000261 s1000276 s1000282 s1000289 s1000291 s1000334 s1000344 s1000381 s1000391 s1000396 s1000403 s1000422 s1000423 s1000451 s1000456 s1000468 s1000480 s100025 s100030 s100050 s100092 s1000148 s1000161 s1000179 s1000217 s1000239 s1000263 s1000279 s1000292 s1000295 s1000302 s1000310 s1000311 s1000331 s1000366 s1000389 s1000393 s1000401 s1000414 s1000447 s1000452 s1000467 s1000478 s1000485 s1000491 s100071 s1000103 s1000146 s1000150 s1000153 s1000194 s1000213 s1000221 s1000230 s1000258 s1000286 s1000297 s1000298 s1000318 s1000343 s1000390 s1000395 s1000412 s1000424 s1000470 s1000484 s1000492 s10001 s100018 s100070 s100084 s1000242 s1000260 s1000293 s1000308 s1000445 s1000475 s1000488 s1000497 s100015 s1000425]
COMP1000, 101, [s10008 s100014 s100015 s100021 s100030 s100031 s100036 s100038 s100046 s100050 s100053 s100062 s100065 s100068 s100069 s100071 s100072 s100082 s100094 s100096 s100099 s1000102 s1000103 s1000105 s1000108 s1000112 s1000114 s1000124 s1000127 s1000129 s1000146 s1000150 s1000156 s1000179 s1000181 s1000182 s1000183 s1000185 s1000192 s1000195 s1000197 s1000203 s1000209 s1000211 s1000212 s1000217 s1000224 s1000231 s1000237 s1000238 s1000244 s1000250 s1000253 s1000266 s1000272 s1000275 s1000277 s1000279 s1000283 s1000286 s1000288 s1000292 s1000297 s1000305 s1000307 s1000309 s1000313 s1000323 s1000330 s1000338 s1000340 s1000342 s1000357 s1000376 s1000382 s1000391 s1000394 s1000396 s1000397 s1000399 s1000403 s1000412 s1000413 s1000414 s1000418 s1000420 s1000423 s1000435 s1000443 s1000444 s1000447 s1000449 s1000453 s1000466 s1000470 s1000480 s1000488 s1000489 s1000491 s1000493 s1000500], [s1000363 s10007 s100019 s1000111 s1000158 s1000173 s1000180 s1000219 s1000235 s1000245 s1000246 s1000303 s1000331 s1000375 s1000411 s1000441 s1000474 s1000481 s100088 s100066 s100070 s100080 s1000101 s1000107 s1000132 s1000155 s1000171 s1000213 s1000221 s1000407 s1000424 s100037 s1000210 s1000267 s1000452 s1000475 s100078 s1000254 s1000293]
MATH2010, 10, [], []
MECH2010, 10, [], []
SOSC3000, 10, [], []
MATH3021, 10, [], []
COMP1001, 10, [], []
MATH2011, 10, [], []
ELEC3000, 96, [s10002 s10007 s100020 s100033 s100039 s100047 s100054 s100064 s100067 s100069 s100075 s100076 s100077 s100084 s100086 s100090 s100096 s100098 s1000101 s1000106 s1000110 s1000111 s1000114 s1000121 s1000127 s1000137 s1000142 s1000144 s1000145 s1000146 s1000151 s1000153 s1000160 s1000161 s1000166 s1000176 s1000182 s1000185 s1000189 s1000207 s1000213 s1000222 s1000223 s1000225 s1000236 s1000238 s1000239 s1000241 s1000244 s1000249 s1000255 s1000256 s1000257 s1000261 s1000262 s1000263 s1000267 s1000274 s1000275 s1000282 s1000289 s1000290 s1000302 s1000303 s1000309 s1000322 s1000327 s1000331 s1000339 s1000343 s1000344 s1000354 s1000360 s1000361 s1000364 s1000368 s1000379 s1000386 s1000393 s1000396 s1000402 s1000403 s1000411 s1000418 s1000431 s1000434 s1000446 s1000450 s1000453 s1000462 s1000467 s1000470 s1000480 s1000485 s1000498 s1000499], []
COMP3000, 10, [], []
ELEC1000, 10, [], []
BIEN2000, 10, [], []
SOSC2011, 10, [], []
PPOL2000, 101, [s10001 s100026 s100028 s100031 s100032 s100036 s100051 s100055 s100057 s100068 s100070 s100074 s100083 s100084 s100087 s100090 s100098 s1000103 s1000104 s1000107 s1000115 s1000117 s1000122 s1000126 s1000132 s1000148 s1000149 s1000153 s1000154 s1000155 s1000163 s1000172 s1000176 s1000180 s1000187 s1000191 s1000193 s1000197 s1000200 s1000206 s1000207 s1000210 s1000215 s1000221 s1000230 s1000231 s1000233 s1000248 s1000249 s1000260 s1000263 s1000268 s1000273 s1000278 s1000283 s1000284 s1000286 s1000287 s1000291 s1000293 s1000295 s1000300 s1000307 s1000311 s1000323 s1000324 s1000331 s1000341 s1000355 s1000360 s1000369 s1000371 s1000373 s1000380 s1000381 s1000386 s1000391 s1000394 s1000398 s1000405 s1000409 s1000410 s1000414 s1000422 s1000424 s1000426 s1000429 s1000430 s1000434 s1000436 s1000442 s1000445 s1000446 s1000454 s1000456 s1000471 s1000475 s1000476 s1000484 s1000487 s1000497], [s100039 s100066 s100080 s100082 s100088 s100096 s1000114 s1000137 s1000144 s1000161 s1000170 s1000171 s1000212 s1000262 s1000302 s1000306 s1000308 s1000332 s1000338 s1000340 s1000345 s1000346 s1000348 s1000356 s1000382 s1000388 s1000407 s1000421 s1000439 s1000465 s10003 s100018 s100024 s100046 s1000127 s1000146 s1000151 s1000185 s1000234 s1000238 s1000270 s1000289 s1000297 s1000325 s1000342 s1000363 s1000396 s1000411 s1000462 s1000463 s1000486 s1000496 s1000500 s10007 s100010 s100011 s100014 s100033 s100078 s1000120 s1000136 s1000147 s1000156 s1000166 s1000173 s1000190 s1000251 s1000261 s1000277 s1000282 s1000288 s1000327 s1000354 s1000401 s1000461 s100073 s1000105 s1000194 s1000224 s1000227 s1000276 s1000281 s1000313 s1000449 s1000150 s1000199 s1000298 s1000419 s1000472]
